consumo_kwh,cantidad_equipos,horas_alto_consumo,tipo_inmueble,uso_horario_pico,numero_habitantes,antiguedad_inmueble,calefaccion,aire_acondicionado,categoria
1500,5,8,Apartamento,False,4,1,False,True,Ineficiente
440,5,15,Oficina,False,6,18,False,False,Ineficiente
1089,18,2,Oficina,True,2,15,False,False,Moderado
783,10,13,Casa,True,4,42,False,False,Ineficiente
850,20,5,Casa,True,3,43,False,True,Moderado
1192,6,6,Casa,True,2,24,False,False,Moderado
767,23,9,Oficina,True,1,0,False,False,Moderado
1118,7,13,Casa,True,6,1,False,True,Ineficiente
664,4,3,Casa,False,4,47,False,False,Moderado
868,23,13,Casa,False,5,26,False,True,Moderado
568,2,6,Casa,True,2,1,False,False,Moderado
1260,21,7,Oficina,True,1,29,True,False,Moderado
687,23,6,Apartamento,True,5,50,True,False,Moderado
127,17,14,Casa,False,1,9,False,True,Moderado
476,24,10,Casa,False,4,18,False,False,Moderado
1404,12,11,Casa,False,5,41,False,True,Ineficiente
930,14,2,Casa,False,4,15,False,False,Moderado
1081,11,15,Casa,False,5,12,True,False,Ineficiente
534,4,4,Apartamento,True,2,47,False,False,Moderado
804,10,15,Casa,True,3,49,False,False,Ineficiente
1500,13,3,Casa,False,3,7,True,True,Moderado
1179,24,13,Casa,True,1,49,False,False,Moderado
1027,15,14,Local,False,6,30,False,True,Moderado
346,2,4,Apartamento,False,5,44,True,True,Moderado
996,19,11,Apartamento,False,4,24,False,False,Moderado
907,18,10,Apartamento,True,6,38,False,False,Moderado
889,10,14,Apartamento,False,2,20,False,True,Ineficiente
384,10,15,Casa,False,2,49,False,False,Moderado
1059,24,10,Oficina,False,2,37,False,True,Moderado
481,11,11,Casa,False,3,40,False,True,Moderado
235,20,3,Apartamento,False,4,28,False,True,Eficiente
946,16,15,Local,True,2,5,False,False,Moderado
1047,6,4,Apartamento,True,2,17,False,False,Moderado
1053,16,15,Oficina,True,1,48,False,False,Moderado
1436,21,5,Apartamento,True,5,43,True,True,Moderado
1249,24,10,Oficina,False,5,34,True,False,Moderado
1021,3,4,Local,False,5,26,False,False,Moderado
1327,14,14,Oficina,True,6,4,True,False,Ineficiente
164,17,8,Oficina,True,1,6,False,False,Moderado
407,16,13,Oficina,True,3,9,False,False,Moderado
895,11,4,Local,False,6,9,False,False,Moderado
533,15,8,Casa,True,1,50,False,False,Moderado
849,11,8,Casa,True,2,27,True,False,Ineficiente
744,15,10,Apartamento,True,4,35,False,False,Moderado
91,24,3,Oficina,True,6,9,False,False,Eficiente
597,10,14,Local,False,6,49,True,True,Moderado
1264,15,7,Oficina,True,2,34,True,False,Moderado
862,4,10,Local,True,2,34,False,False,Ineficiente
190,21,13,Casa,True,4,36,True,True,Moderado
1329,17,13,Casa,False,5,47,False,True,Ineficiente
422,3,3,Casa,False,6,19,False,False,Moderado
577,11,3,Casa,True,1,12,False,False,Moderado
575,4,14,Apartamento,True,3,10,False,True,Ineficiente
1261,12,15,Oficina,False,2,44,False,True,Ineficiente
506,12,6,Local,True,2,18,False,False,Moderado
1409,22,11,Apartamento,False,3,27,False,True,Moderado
156,22,11,Casa,True,1,37,True,True,Moderado
486,23,13,Casa,True,2,44,False,False,Moderado
698,14,11,Apartamento,False,3,3,False,False,Moderado
1500,8,9,Casa,False,2,36,True,True,Ineficiente
539,24,12,Casa,False,5,18,False,True,Moderado
478,18,10,Apartamento,True,5,36,False,False,Moderado
1133,3,3,Casa,False,2,13,False,True,Moderado
1238,13,6,Oficina,False,2,30,True,True,Moderado
169,11,15,Casa,False,5,27,False,True,Moderado
523,19,8,Casa,False,2,35,False,True,Moderado
1128,23,7,Casa,True,1,43,False,True,Moderado
220,12,7,Casa,False,1,37,False,False,Moderado
713,17,8,Apartamento,False,4,18,False,True,Moderado
1350,18,4,Local,True,1,41,True,True,Moderado
1355,20,14,Apartamento,False,6,0,False,True,Ineficiente
1304,19,4,Apartamento,True,6,22,True,False,Moderado
542,4,11,Casa,True,6,27,True,False,Ineficiente
687,22,10,Apartamento,False,2,47,True,False,Moderado
830,17,15,Casa,True,2,3,False,False,Moderado
481,7,9,Casa,True,3,40,False,True,Moderado
222,13,6,Local,False,6,17,True,False,Moderado
1168,12,7,Local,False,6,48,True,True,Moderado
126,16,12,Local,False,1,46,True,True,Moderado
868,16,13,Casa,False,5,50,False,True,Moderado
939,17,11,Casa,True,5,38,False,True,Moderado
169,11,2,Oficina,False,4,24,False,False,Eficiente
429,13,11,Casa,False,3,17,False,False,Moderado
1142,14,13,Casa,True,5,5,False,False,Ineficiente
1500,5,2,Casa,False,4,18,True,True,Moderado
285,8,5,Casa,True,1,11,True,False,Moderado
1500,23,3,Casa,True,3,24,True,True,Moderado
391,3,12,Apartamento,False,3,34,False,False,Ineficiente
681,16,8,Apartamento,False,6,0,False,True,Moderado
588,9,3,Oficina,True,2,4,True,True,Moderado
1237,8,11,Casa,True,6,0,True,False,Ineficiente
115,16,3,Casa,False,1,7,False,False,Eficiente
1424,24,6,Apartamento,True,6,38,True,False,Moderado
995,15,5,Apartamento,True,3,46,True,True,Moderado
1261,9,9,Apartamento,False,6,42,False,True,Ineficiente
286,13,5,Local,False,4,17,False,True,Moderado
966,14,15,Casa,False,6,45,False,False,Ineficiente
805,12,13,Local,False,5,8,False,False,Ineficiente
1467,18,7,Apartamento,False,1,4,False,True,Moderado
936,18,6,Casa,False,1,3,True,True,Moderado
89,5,12,Oficina,True,3,43,False,False,Moderado
1381,22,15,Apartamento,False,6,28,False,True,Moderado
594,9,3,Casa,True,3,0,False,True,Moderado
761,6,12,Casa,True,3,29,False,False,Ineficiente
861,17,14,Casa,True,4,44,False,True,Moderado
231,5,13,Apartamento,False,2,0,False,False,Moderado
958,23,15,Casa,True,3,2,True,False,Moderado
1500,16,9,Casa,True,2,21,True,True,Ineficiente
1219,13,3,Casa,False,2,7,False,True,Moderado
167,6,10,Local,False,1,17,False,True,Moderado
743,24,10,Local,False,5,24,False,False,Moderado
610,17,4,Local,True,5,47,False,False,Moderado
1500,15,5,Casa,True,6,19,False,True,Moderado
936,11,9,Oficina,False,4,30,False,False,Ineficiente
225,8,10,Apartamento,True,4,29,False,False,Moderado
1192,14,4,Oficina,False,5,15,True,False,Moderado
1072,21,6,Apartamento,True,6,1,False,False,Moderado
321,6,12,Apartamento,False,5,16,False,False,Moderado
792,4,9,Local,False,6,9,True,False,Ineficiente
766,16,4,Casa,True,6,6,False,False,Moderado
730,5,8,Apartamento,False,6,41,False,True,Ineficiente
752,16,12,Local,True,6,50,False,False,Moderado
710,15,9,Local,True,1,8,False,False,Moderado
888,21,11,Oficina,False,1,16,True,False,Moderado
741,20,12,Apartamento,True,5,8,False,False,Moderado
884,14,15,Casa,True,6,8,False,False,Moderado
597,11,4,Casa,True,3,36,True,False,Moderado
1387,22,3,Apartamento,True,6,23,False,True,Moderado
874,6,11,Apartamento,True,3,38,True,False,Ineficiente
1048,24,14,Casa,False,1,10,False,False,Moderado
669,21,8,Casa,False,6,7,False,False,Moderado
1180,21,13,Apartamento,True,2,24,False,False,Moderado
764,7,10,Local,True,5,45,False,True,Ineficiente
676,5,2,Oficina,False,6,1,False,True,Moderado
1200,3,4,Local,False,4,9,True,False,Moderado
1103,23,6,Local,False,3,23,False,True,Moderado
410,17,4,Apartamento,False,6,47,True,False,Moderado
1116,19,2,Oficina,False,2,15,True,True,Moderado
699,6,8,Apartamento,True,3,18,False,True,Ineficiente
1078,23,8,Oficina,True,2,30,False,False,Moderado
779,5,11,Oficina,True,5,10,False,False,Ineficiente
594,14,13,Oficina,False,5,5,True,True,Moderado
822,20,9,Casa,False,5,5,False,True,Moderado
367,24,6,Casa,False,1,31,False,False,Moderado
840,3,11,Casa,True,2,38,True,False,Ineficiente
1085,14,13,Casa,False,6,47,False,False,Ineficiente
179,12,6,Casa,False,4,12,True,True,Moderado
823,23,6,Casa,False,4,2,False,False,Moderado
561,5,2,Casa,True,5,40,False,True,Moderado
197,23,11,Apartamento,False,4,34,False,True,Moderado
872,21,6,Local,True,3,37,True,False,Moderado
1500,21,7,Casa,False,2,16,True,True,Moderado
786,16,14,Apartamento,False,2,2,True,True,Moderado
1500,5,13,Local,True,2,33,True,True,Ineficiente
944,10,2,Apartamento,False,3,11,True,False,Moderado
768,8,12,Oficina,True,6,23,True,False,Ineficiente
1088,20,8,Casa,False,1,5,True,False,Moderado
1035,20,2,Casa,True,3,41,False,False,Moderado
774,7,12,Apartamento,False,2,10,False,True,Ineficiente
608,7,3,Casa,False,2,47,True,False,Moderado
310,21,3,Apartamento,True,2,26,False,True,Eficiente
273,16,6,Casa,False,6,47,True,False,Moderado
855,16,15,Casa,False,4,23,False,False,Moderado
189,21,11,Casa,True,1,17,False,True,Moderado
1500,10,14,Casa,False,3,26,True,True,Ineficiente
552,5,8,Apartamento,False,2,40,True,False,Ineficiente
213,19,2,Apartamento,False,5,20,True,True,Eficiente
547,19,11,Casa,False,1,50,False,True,Moderado
1047,6,2,Casa,False,5,33,False,True,Moderado
1018,21,2,Casa,False,1,32,True,False,Moderado
693,24,7,Casa,False,2,47,False,False,Moderado
519,12,3,Oficina,False,1,17,True,False,Eficiente
234,6,2,Casa,True,1,2,True,False,Eficiente
889,23,7,Local,True,2,23,True,False,Moderado
691,5,15,Oficina,False,6,0,False,True,Ineficiente
475,13,3,Casa,False,5,5,False,True,Eficiente
1096,3,7,Apartamento,False,6,18,False,False,Moderado
390,14,11,Oficina,True,5,21,False,False,Moderado
344,11,9,Local,False,4,50,True,False,Moderado
697,10,3,Apartamento,True,5,42,False,False,Moderado
525,11,12,Local,False,5,7,False,False,Moderado
749,8,10,Local,True,1,4,False,False,Ineficiente
925,5,9,Casa,True,4,8,False,True,Ineficiente
209,20,13,Oficina,False,2,46,True,True,Moderado
1189,11,11,Apartamento,False,2,20,True,False,Ineficiente
1500,4,2,Apartamento,True,3,27,True,True,Moderado
736,22,8,Oficina,True,4,45,False,False,Moderado
1376,20,15,Local,True,1,3,False,True,Moderado
594,22,14,Casa,True,3,23,False,False,Moderado
316,3,11,Casa,True,3,7,False,False,Ineficiente
512,21,7,Apartamento,False,2,16,True,False,Moderado
917,11,15,Local,False,5,33,False,True,Ineficiente
709,3,7,Apartamento,True,1,19,False,False,Moderado
575,3,7,Oficina,False,4,15,False,True,Moderado
400,18,7,Oficina,True,3,9,False,False,Moderado
365,17,11,Apartamento,True,1,33,False,False,Moderado
296,17,8,Casa,True,2,42,False,True,Moderado
1187,15,13,Apartamento,False,3,9,False,False,Ineficiente
485,8,4,Apartamento,True,3,29,False,False,Moderado
1268,22,15,Apartamento,True,6,29,True,False,Moderado
535,12,7,Apartamento,True,2,50,False,False,Moderado
1054,2,4,Apartamento,True,6,24,True,False,Moderado
1419,12,8,Casa,True,2,45,False,True,Ineficiente
1035,24,8,Casa,False,2,42,True,False,Moderado
539,22,9,Apartamento,False,6,40,False,False,Moderado
1062,5,3,Casa,False,1,6,False,True,Moderado
705,8,10,Casa,True,1,46,True,False,Ineficiente
672,16,14,Casa,True,1,19,True,False,Moderado
193,19,6,Apartamento,True,5,16,False,False,Moderado
1076,13,10,Casa,True,3,2,False,True,Ineficiente
686,18,11,Local,False,1,46,True,True,Moderado
655,2,6,Apartamento,True,5,45,True,True,Moderado
849,12,8,Apartamento,True,3,39,False,False,Ineficiente
840,2,12,Local,False,1,35,False,False,Ineficiente
1500,16,10,Casa,True,2,25,True,True,Ineficiente
686,22,5,Apartamento,False,4,9,False,True,Moderado
914,11,3,Oficina,True,1,33,False,False,Moderado
608,8,10,Local,False,4,13,True,True,Moderado
443,3,14,Oficina,True,1,7,False,True,Ineficiente
582,11,3,Local,False,2,26,True,False,Moderado
266,5,4,Casa,True,4,9,True,False,Moderado
505,13,11,Casa,False,5,49,True,False,Moderado
323,20,3,Apartamento,True,2,14,False,False,Eficiente
739,12,4,Casa,False,4,36,False,True,Moderado
91,9,7,Casa,True,4,21,False,False,Moderado
998,19,4,Local,True,6,44,True,True,Moderado
188,12,11,Casa,False,6,49,True,True,Moderado
984,12,9,Casa,False,2,30,False,True,Ineficiente
1049,14,12,Local,True,2,1,True,True,Moderado
332,4,7,Local,False,2,44,True,True,Moderado
1170,13,8,Casa,True,3,30,False,False,Ineficiente
1110,4,2,Local,False,5,13,False,False,Moderado
1500,11,4,Oficina,False,1,9,True,True,Moderado
152,18,4,Apartamento,False,6,29,False,False,Moderado
573,23,3,Casa,False,4,35,True,False,Eficiente
854,3,8,Casa,False,6,46,False,True,Ineficiente
1219,18,10,Apartamento,True,1,39,False,True,Moderado
271,17,5,Casa,False,2,14,False,True,Moderado
1313,3,13,Oficina,True,6,13,False,True,Ineficiente
345,23,6,Local,False,5,30,False,False,Moderado
1360,21,4,Local,False,5,28,True,True,Moderado
517,7,12,Oficina,True,3,26,True,True,Moderado
1171,11,10,Oficina,False,6,20,False,True,Ineficiente
243,11,15,Casa,False,2,8,False,False,Moderado
226,9,5,Casa,False,4,19,False,True,Moderado
912,2,6,Local,True,3,34,False,False,Moderado
647,14,2,Casa,True,2,14,True,True,Eficiente
901,10,12,Apartamento,False,3,23,False,False,Ineficiente
380,23,13,Apartamento,True,6,48,True,False,Moderado
552,11,14,Oficina,True,1,15,True,False,Moderado
978,16,3,Apartamento,False,6,35,False,False,Moderado
562,6,13,Local,True,2,10,False,False,Ineficiente
981,23,14,Casa,False,4,7,False,False,Moderado
1128,17,10,Apartamento,False,4,2,False,False,Ineficiente
729,14,3,Casa,False,2,18,False,True,Moderado
1195,23,6,Oficina,True,3,45,True,False,Moderado
1073,21,14,Casa,True,5,40,False,False,Moderado
1500,19,9,Local,True,2,2,True,True,Moderado
739,12,4,Casa,False,6,35,True,False,Moderado
1418,10,7,Casa,True,4,24,True,False,Moderado
1338,17,5,Apartamento,False,1,35,True,False,Moderado
207,3,12,Apartamento,False,4,10,False,False,Ineficiente
171,3,8,Casa,False,5,50,False,False,Moderado
970,13,11,Casa,True,4,15,True,True,Moderado
1443,9,15,Local,True,5,16,True,True,Ineficiente
1281,10,14,Apartamento,False,2,41,True,False,Ineficiente
526,13,4,Casa,True,4,23,False,False,Moderado
469,10,7,Local,True,3,16,False,False,Moderado
976,11,13,Casa,True,6,47,False,True,Ineficiente
158,3,11,Apartamento,False,3,19,False,True,Moderado
333,17,10,Casa,False,6,21,False,False,Moderado
1500,21,12,Apartamento,False,4,5,False,True,Ineficiente
890,8,11,Casa,False,4,6,True,False,Ineficiente
709,3,2,Oficina,True,6,13,False,True,Moderado
570,2,4,Casa,False,1,10,True,True,Moderado
1500,20,3,Casa,True,4,11,True,True,Moderado
1114,5,9,Casa,False,1,45,False,True,Ineficiente
424,23,8,Oficina,True,1,4,False,False,Moderado
937,3,3,Apartamento,True,6,4,False,True,Moderado
719,15,7,Local,False,1,19,True,True,Moderado
769,3,4,Oficina,True,1,14,False,False,Moderado
1390,16,9,Oficina,False,2,25,True,False,Ineficiente
643,13,11,Local,True,3,32,True,False,Moderado
1500,6,14,Casa,True,1,29,True,True,Ineficiente
210,21,4,Local,False,3,23,False,True,Moderado
228,8,11,Casa,False,1,22,False,False,Moderado
269,22,15,Local,True,3,8,False,False,Moderado
1500,11,10,Apartamento,False,4,2,True,True,Ineficiente
533,15,2,Local,True,4,35,True,True,Eficiente
1419,15,6,Apartamento,True,3,47,True,False,Moderado
479,6,4,Apartamento,True,1,6,False,False,Moderado
843,19,7,Oficina,False,2,21,False,False,Moderado
894,15,11,Casa,False,3,13,False,True,Moderado
1123,3,3,Casa,True,5,47,False,True,Moderado
280,13,10,Apartamento,False,2,28,True,True,Moderado
1402,23,7,Oficina,False,5,49,True,True,Moderado
899,7,8,Casa,True,3,15,False,False,Ineficiente
648,5,6,Casa,False,1,47,False,True,Moderado
203,14,10,Casa,True,5,33,False,False,Moderado
501,5,2,Casa,False,3,9,False,False,Moderado
1500,23,6,Oficina,False,2,6,False,True,Moderado
1016,15,12,Local,True,1,24,True,False,Moderado
674,17,11,Apartamento,True,5,26,True,False,Moderado
598,5,12,Apartamento,False,3,14,False,False,Ineficiente
304,2,7,Local,False,1,31,False,True,Moderado
266,14,8,Casa,False,1,27,True,True,Moderado
1500,5,13,Casa,True,4,8,True,True,Ineficiente
694,21,5,Apartamento,True,1,6,False,True,Moderado
677,19,13,Casa,True,3,15,False,False,Moderado
706,7,14,Apartamento,True,2,25,True,False,Ineficiente
604,4,2,Casa,False,6,34,False,True,Moderado
580,24,12,Casa,False,4,16,True,False,Moderado
325,14,9,Casa,False,3,22,False,False,Moderado
985,17,11,Local,True,3,7,True,False,Moderado
962,6,5,Casa,False,3,1,False,True,Moderado
947,5,4,Oficina,False,5,30,False,True,Moderado
1176,22,13,Casa,False,5,31,True,False,Moderado
187,9,8,Local,False,2,28,False,True,Moderado
1339,20,13,Oficina,False,3,2,True,False,Moderado
292,15,3,Oficina,False,5,7,False,False,Eficiente
321,8,9,Oficina,True,5,1,False,False,Moderado
686,15,15,Casa,True,5,30,True,False,Moderado
650,7,7,Casa,False,2,50,True,True,Moderado
252,13,8,Apartamento,False,2,48,False,False,Moderado
1171,17,15,Casa,True,3,36,True,True,Moderado
243,18,6,Casa,False,4,19,False,False,Moderado
848,14,10,Oficina,False,3,28,True,True,Moderado
1074,24,6,Apartamento,False,5,16,False,False,Moderado
748,15,12,Apartamento,True,6,9,False,True,Moderado
779,8,6,Oficina,False,5,40,False,False,Moderado
568,15,4,Apartamento,False,1,21,True,False,Moderado
938,16,12,Apartamento,True,6,5,True,False,Moderado
603,13,2,Local,True,6,42,True,True,Eficiente
314,18,3,Casa,False,3,33,True,False,Eficiente
920,10,9,Casa,False,5,30,False,True,Ineficiente
589,23,2,Oficina,False,5,11,False,False,Eficiente
625,16,8,Oficina,False,4,11,False,False,Moderado
703,13,15,Oficina,True,1,15,False,False,Moderado
1049,3,15,Apartamento,False,3,24,True,True,Ineficiente
987,6,6,Oficina,True,2,21,True,False,Moderado
633,14,4,Casa,True,3,26,False,False,Moderado
100,21,13,Casa,True,6,23,False,False,Moderado
633,24,13,Apartamento,True,3,11,False,False,Moderado
571,9,12,Apartamento,False,4,17,True,False,Moderado
704,15,8,Casa,False,3,44,False,False,Moderado
287,16,10,Casa,False,4,46,True,True,Moderado
352,12,3,Casa,True,6,15,False,True,Eficiente
124,2,9,Apartamento,False,4,3,False,True,Moderado
566,22,10,Local,False,5,11,True,False,Moderado
504,4,12,Apartamento,False,2,48,False,False,Ineficiente
208,18,4,Casa,False,6,32,False,False,Moderado
651,20,3,Apartamento,True,4,21,False,False,Eficiente
168,15,8,Apartamento,True,1,17,True,True,Moderado
1500,23,6,Apartamento,True,6,47,True,True,Moderado
500,24,6,Casa,False,1,32,True,True,Moderado
373,9,11,Apartamento,False,2,26,True,False,Moderado
1128,14,6,Oficina,True,4,41,False,True,Moderado
1032,21,5,Casa,True,6,18,False,True,Moderado
838,4,14,Casa,True,6,47,False,False,Ineficiente
1145,6,6,Apartamento,False,2,13,False,True,Moderado
1333,10,14,Apartamento,True,5,24,True,True,Ineficiente
1046,7,5,Casa,True,1,33,False,True,Moderado
279,23,14,Casa,True,6,23,False,False,Moderado
1331,3,7,Casa,False,3,37,False,True,Moderado
189,14,5,Oficina,False,1,22,True,False,Moderado
1345,6,3,Local,False,4,4,False,True,Moderado
1122,9,10,Apartamento,True,2,43,True,False,Ineficiente
546,24,3,Local,False,1,35,False,False,Eficiente
792,2,10,Casa,True,3,23,True,False,Ineficiente
1019,21,11,Oficina,True,3,35,False,False,Moderado
528,13,7,Apartamento,False,2,4,False,False,Moderado
199,24,10,Casa,True,2,38,True,False,Moderado
180,12,10,Local,False,1,5,False,False,Moderado
1333,8,4,Local,True,4,44,True,False,Moderado
924,16,2,Local,True,5,35,False,False,Moderado
166,23,2,Casa,False,3,44,False,False,Eficiente
146,12,4,Oficina,False,2,3,True,False,Moderado
633,23,6,Oficina,False,5,9,False,True,Moderado
891,17,14,Casa,False,5,0,True,False,Moderado
1120,4,4,Casa,False,5,20,False,False,Moderado
227,21,13,Casa,False,4,39,False,False,Moderado
427,15,10,Oficina,False,2,38,True,False,Moderado
404,4,10,Apartamento,True,3,36,False,True,Ineficiente
578,2,4,Casa,True,2,2,False,True,Moderado
618,22,4,Casa,False,1,46,True,False,Moderado
621,16,13,Casa,True,3,30,False,True,Moderado
901,2,15,Apartamento,True,2,26,True,True,Ineficiente
742,18,6,Apartamento,True,3,16,True,False,Moderado
834,3,3,Oficina,True,1,22,False,True,Moderado
677,21,7,Apartamento,True,6,12,False,True,Moderado
1107,7,8,Local,True,3,46,False,True,Ineficiente
514,9,14,Casa,True,6,26,True,False,Moderado
778,17,10,Casa,True,5,50,False,True,Moderado
282,20,7,Apartamento,False,4,19,False,True,Moderado
1071,2,4,Casa,True,1,45,False,False,Moderado
697,4,13,Casa,False,3,12,True,True,Ineficiente
439,4,6,Oficina,False,1,43,False,False,Moderado
1300,6,5,Apartamento,False,5,23,False,True,Moderado
408,13,6,Casa,False,6,40,False,False,Moderado
1041,13,9,Casa,True,4,2,False,False,Ineficiente
650,21,9,Casa,True,1,42,True,False,Moderado
1500,14,7,Oficina,False,6,9,True,True,Moderado
1354,21,2,Casa,True,5,0,False,True,Moderado
915,10,9,Casa,False,5,48,False,False,Ineficiente
386,8,9,Apartamento,False,5,12,True,True,Moderado
355,5,3,Casa,True,6,13,True,False,Moderado
594,20,5,Casa,False,3,32,False,True,Moderado
198,23,13,Casa,False,2,1,False,False,Moderado
269,20,3,Casa,True,1,1,False,False,Eficiente
846,7,5,Casa,True,2,38,False,False,Moderado
583,14,13,Casa,False,5,40,False,True,Moderado
355,12,14,Local,False,2,30,True,True,Moderado
731,14,14,Casa,True,6,3,False,False,Moderado
849,14,11,Local,True,5,33,False,False,Moderado
588,23,8,Local,False,5,18,False,True,Moderado
860,21,10,Apartamento,False,4,36,False,False,Moderado
310,16,15,Casa,False,4,8,False,True,Moderado
430,22,15,Casa,False,6,23,False,False,Moderado
1262,14,9,Local,True,6,12,False,True,Ineficiente
602,23,13,Apartamento,False,2,43,False,False,Moderado
601,12,10,Apartamento,False,1,29,False,False,Moderado
1034,20,9,Casa,False,2,18,True,False,Moderado
352,9,3,Oficina,True,6,40,False,False,Eficiente
1500,21,8,Casa,True,1,9,True,True,Moderado
314,9,3,Casa,False,2,50,True,False,Eficiente
680,11,14,Apartamento,True,3,41,True,False,Moderado
925,17,13,Casa,False,3,43,False,False,Moderado
203,20,12,Apartamento,True,1,13,False,False,Moderado
1064,24,3,Local,True,4,39,False,False,Eficiente
1355,12,5,Local,True,1,47,True,True,Moderado
591,14,2,Oficina,False,2,48,True,False,Eficiente
994,10,6,Apartamento,False,5,19,False,True,Moderado
230,21,7,Apartamento,False,3,3,True,False,Moderado
967,20,10,Casa,False,5,37,False,False,Moderado
261,17,11,Apartamento,True,3,43,False,True,Moderado
118,8,9,Casa,True,2,49,False,False,Moderado
748,20,3,Casa,False,3,38,False,True,Eficiente
1340,13,2,Casa,False,1,4,True,True,Moderado
1022,16,3,Apartamento,False,5,41,False,False,Moderado
228,24,8,Apartamento,False,6,31,False,False,Moderado
1431,15,5,Oficina,True,5,5,False,True,Moderado
888,12,11,Casa,True,2,13,True,False,Ineficiente
381,11,6,Oficina,False,6,5,False,False,Moderado
412,12,13,Local,True,5,13,False,True,Moderado
871,7,8,Apartamento,True,2,11,True,False,Ineficiente
964,3,4,Apartamento,False,4,26,False,True,Moderado
378,12,11,Casa,True,1,25,True,False,Moderado
366,20,3,Local,False,3,11,False,True,Eficiente
435,7,14,Apartamento,True,3,7,False,True,Moderado
880,15,8,Oficina,False,3,9,False,True,Moderado
963,21,6,Apartamento,False,4,15,False,True,Moderado
314,7,15,Local,False,1,25,False,False,Moderado
796,18,2,Local,False,5,7,False,True,Eficiente
1220,11,2,Casa,True,5,40,False,True,Moderado
1018,2,10,Casa,False,1,44,True,False,Ineficiente
620,4,6,Apartamento,False,6,28,False,False,Moderado
379,9,2,Apartamento,False,1,19,False,True,Moderado
542,9,8,Casa,True,3,16,False,False,Moderado
669,21,10,Oficina,True,5,18,False,True,Moderado
362,23,12,Apartamento,True,1,16,False,False,Moderado
217,16,2,Oficina,False,5,38,False,True,Eficiente
1147,8,11,Local,True,1,0,False,False,Ineficiente
540,12,15,Apartamento,False,2,28,False,False,Moderado
464,8,14,Oficina,False,3,13,False,True,Moderado
500,5,5,Apartamento,False,1,16,False,False,Moderado
930,13,15,Oficina,False,4,12,True,False,Moderado
712,7,4,Casa,True,1,28,True,False,Moderado
782,15,6,Casa,False,2,33,False,False,Moderado
117,13,8,Apartamento,False,4,26,True,False,Moderado
102,12,9,Apartamento,False,4,45,False,False,Moderado
492,20,14,Apartamento,False,1,32,False,False,Moderado
1359,22,3,Apartamento,True,2,28,True,False,Moderado
243,6,8,Casa,True,4,36,False,True,Moderado
215,15,15,Oficina,False,3,38,False,False,Moderado
441,22,15,Apartamento,False,6,18,False,False,Moderado
249,17,2,Apartamento,True,3,45,True,False,Eficiente
712,14,8,Apartamento,True,5,23,True,False,Moderado
686,23,9,Local,True,5,13,False,True,Moderado
1143,23,3,Oficina,False,2,46,True,False,Moderado
552,21,10,Apartamento,False,4,36,False,False,Moderado
1113,23,2,Casa,False,3,4,False,False,Moderado
457,5,14,Apartamento,True,3,23,True,False,Ineficiente
310,12,7,Apartamento,True,6,33,False,False,Moderado
1302,18,2,Oficina,True,2,49,False,True,Moderado
1402,8,4,Casa,False,4,30,True,False,Moderado
1219,15,12,Oficina,False,2,29,True,False,Ineficiente
297,12,7,Apartamento,True,1,8,True,True,Moderado
1500,23,4,Oficina,False,3,26,True,True,Moderado
579,10,9,Casa,False,2,27,False,False,Moderado
1213,24,6,Oficina,False,2,41,True,False,Moderado
677,14,3,Oficina,True,6,25,False,False,Moderado
313,24,5,Oficina,True,1,17,False,False,Moderado
885,19,10,Casa,True,5,35,False,True,Moderado
471,12,5,Casa,False,3,7,True,False,Moderado
838,16,11,Apartamento,False,6,17,False,True,Moderado
1338,23,11,Casa,True,2,19,True,False,Moderado
374,20,9,Casa,True,3,31,False,True,Moderado
1452,2,6,Casa,False,5,28,False,True,Moderado
1123,5,12,Apartamento,False,2,48,False,False,Ineficiente
865,15,12,Apartamento,False,1,47,False,True,Moderado
1094,15,11,Casa,True,3,17,False,False,Ineficiente
1500,4,14,Casa,True,6,6,False,True,Ineficiente
1010,18,14,Apartamento,True,1,0,False,True,Moderado
274,4,15,Apartamento,True,5,27,False,True,Moderado
1123,17,2,Casa,False,5,32,False,False,Moderado
799,15,8,Casa,True,3,49,False,True,Moderado
1420,21,4,Oficina,True,5,3,False,True,Moderado
306,14,11,Oficina,False,4,19,False,False,Moderado
1171,16,9,Oficina,True,6,35,False,True,Moderado
950,15,15,Oficina,False,3,30,False,False,Moderado
580,20,13,Casa,True,4,37,True,False,Moderado
438,7,4,Apartamento,False,5,27,True,True,Moderado
117,11,2,Apartamento,True,3,2,False,False,Eficiente
1021,16,6,Apartamento,False,4,5,False,False,Moderado
267,22,3,Casa,True,5,44,False,False,Eficiente
1160,23,12,Apartamento,True,2,22,False,False,Moderado
1020,21,5,Apartamento,False,2,6,False,False,Moderado
1459,7,2,Casa,True,1,35,False,True,Moderado
422,24,10,Local,True,2,0,True,False,Moderado
662,11,7,Casa,False,4,5,False,False,Moderado
714,8,9,Casa,False,6,23,True,False,Ineficiente
605,23,12,Casa,True,2,36,False,False,Moderado
498,18,5,Casa,True,3,44,True,False,Moderado
1010,19,10,Casa,True,3,50,False,True,Moderado
1158,18,3,Oficina,True,3,35,False,False,Moderado
903,10,10,Apartamento,False,2,23,True,True,Ineficiente
979,11,13,Apartamento,False,2,37,False,False,Ineficiente
845,11,6,Casa,False,1,44,False,False,Moderado
